week_friday,count,mean,min,max,std
2018-01-05,218,0.4869480596764172,-6.81818181818182,5.41516245487365,1.6803505866508346
2018-01-12,419,0.5548837811109316,-5.17241379310345,6.16740088105727,1.4244814994620554
2018-01-19,405,0.42905800276140327,-6.72782874617737,6.28930817610063,1.7021135297702374
2018-01-26,392,0.3569998541533695,-5.88235294117647,9.04977375565611,2.0154518050142984
2018-02-02,379,0.6484709961151227,-7.72200772200772,4.74308300395257,1.7974688269560921
2018-02-09,304,0.7978661492061454,-5.43478260869565,6.25,1.9702831469164188
2018-02-16,293,0.8149194744263047,-7.19257540603248,6.07734806629834,1.4803111809599587
2018-02-23,310,0.6361691649633288,-5.22565320665083,7.07070707070707,1.7173435084206026
2018-03-02,452,-0.08282238650602165,-5.66037735849057,7.07070707070707,1.8727083874676769
2018-03-09,339,0.7153418131289637,-3.93700787401575,7.69230769230769,1.642342334327366
2018-03-16,372,0.5484853283379099,-6.41025641025641,7.14285714285714,2.0457734610029528
2018-03-23,363,0.26313250468595023,-5.81395348837209,6.0,1.9867316760237665
2018-03-30,277,0.8362816050233043,-4.13223140495868,7.1097372488408,1.7708287848628197
2018-04-06,409,0.5748920837888314,-4.48430493273543,8.21917808219178,1.63915058228944
2018-04-13,276,0.506686086156402,-7.25806451612903,6.06060606060606,2.0382950909889694
2018-04-20,310,0.7145519560336228,-4.54545454545454,7.87878787878788,1.6499002440438035
2018-04-27,322,0.080053544008564,-6.87830687830688,4.91803278688525,2.024980065645783
2018-05-04,324,0.8378734144962765,-4.34782608695652,10.6382978723404,1.6301831498400137
2018-05-11,356,0.4493918437765052,-6.31578947368421,7.421875,1.8430880699239975
2018-05-18,437,0.6004108951666581,-4.44177671068427,8.03858520900322,1.787641639552321
2018-05-25,291,0.4956923542698434,-6.36363636363636,6.38297872340426,1.709531925185882
2018-06-01,320,0.8760013287782824,-5.3030303030303,9.05861456483126,2.1400757967197297
2018-06-08,265,0.7888353292878223,-5.18867924528302,5.5045871559633,1.5728622532733751
2018-06-15,445,0.7548763024431104,-5.06072874493927,7.25806451612903,1.450328426528492
2018-06-22,285,0.35786693129724145,-8.90688259109312,4.65116279069767,2.58117685764592
2018-06-29,214,1.0114140164297734,-7.25806451612903,6.59340659340659,1.8901370769027213
2018-07-06,297,0.8940886763070429,-6.25,12.5,1.9046250526449648
2018-07-13,340,0.8078269629980876,-4.5045045045045,5.9190031152648,1.3439313382689762
2018-07-20,231,0.9621920533421431,-7.03125,8.51063829787234,1.9892536159036416
2018-07-27,243,0.9977563014985477,-5.57620817843866,7.14285714285714,1.9193352265158472
2018-08-03,238,0.9267061004987291,-7.2463768115942,15.0,2.215898721666728
2018-08-10,236,1.027000599771176,-6.55021834061135,10.2040816326531,2.2732072604888107
2018-08-17,236,0.24942407641854586,-6.66666666666667,5.10204081632653,1.835563154429481
2018-08-24,242,0.15436512885173592,-8.33333333333333,7.14285714285714,1.8561618069609063
2018-08-31,311,0.009161256594548613,-7.07070707070707,6.89655172413793,1.8988169720495554
2018-09-07,222,0.9338315768193576,-6.25,7.14285714285714,1.993394913758182
2018-09-14,292,0.851896084071159,-7.73809523809524,7.14285714285714,1.7913761516662774
2018-09-21,180,0.999918155494502,-5.95238095238095,7.14285714285714,2.273027964541451
2018-09-28,200,0.43123850306619155,-15.3225806451613,9.43396226415094,2.3971336582260774
2018-10-05,226,0.9580236530589608,-3.23353293413174,27.2727272727273,3.448300009966875
2018-10-12,320,0.03786982466070838,-6.15384615384615,5.45454545454545,1.6779277767716096
2018-10-19,240,0.3491458328820552,-6.09212481426449,7.69230769230769,2.0637080054032464
2018-10-26,203,-0.004107500497493121,-11.8110236220472,7.14285714285714,2.044242522758967
2018-11-02,195,0.6498071144911067,-4.34210526315789,9.30232558139535,2.065738467556596
2018-11-09,207,0.7337331975917474,-8.68055555555556,5.79710144927536,2.1693166326314226
2018-11-16,236,0.6008603136023831,-17.9487179487179,10.2040816326531,2.326479472161679
2018-11-23,252,0.6301055673839927,-6.68202764976959,7.14285714285714,1.8351846789204058
2018-11-30,235,0.7854367958481714,-3.84615384615385,6.84931506849315,1.7440410454159738
2018-12-07,169,0.04964657889049723,-9.75609756097561,6.45161290322581,1.9686445983970715
2018-12-14,323,-0.46068723557605573,-4.93827160493827,7.14285714285714,2.172349079720682
2018-12-21,173,0.3157762006379823,-9.09090909090909,7.14285714285714,1.8228328077455633
2018-12-28,87,0.8661536361375173,-4.33295324971494,15.0,2.575341973663965
2019-01-04,104,0.5229133289683494,-6.25,5.79710144927536,1.9456041902647034
2019-01-11,180,0.4866293204826842,-5.11811023622047,7.14285714285714,1.7249850434584422
2019-01-18,209,0.4139799023190034,-10.431654676259,7.14285714285714,2.10670456373504
2019-01-25,202,0.839114652387875,-5.44871794871795,7.14285714285714,2.0864795592111203
2019-02-01,179,0.48550677036068224,-7.21649484536082,7.14285714285714,2.1842203014810013
2019-02-08,148,1.1740024754598948,-8.0,7.14285714285714,1.9914452945848422
2019-02-15,192,0.7435467415983462,-4.52674897119342,7.14285714285714,1.9226378953992471
2019-02-22,249,0.7092439039301224,-10.0,7.14285714285714,1.8916320664301258
2019-03-01,280,0.24992663619979005,-6.92307692307692,7.14285714285714,2.3146865098142526
2019-03-08,187,0.8196358532065808,-6.5625,7.14285714285714,2.0785075339893253
2019-03-15,233,0.033103744821316276,-12.987012987013,7.89473684210526,2.76164110736489
2019-03-22,143,0.923148098587892,-5.33333333333333,6.60146699266504,1.8352531095478457
2019-03-29,162,0.8809457168410928,-4.54545454545455,11.3207547169811,1.9545901992032655
2019-04-05,310,0.628403405857044,-7.32159406858202,7.14285714285714,1.6516643862628628
2019-04-12,328,0.6029944124383364,-5.35714285714286,7.14285714285714,1.6895628203462592
2019-04-19,255,0.5377796087383312,-5.88235294117647,8.28025477707006,1.689621800706751
2019-04-26,160,0.6413016912854635,-5.49450549450549,7.14285714285714,1.990181635301139
2019-05-03,269,0.2527268045652308,-5.05902192242833,6.55737704918033,1.837147028789745
2019-05-10,174,0.5238196335864258,-4.62776659959759,7.14285714285714,1.685464836402532
2019-05-17,128,0.48251048267315705,-4.34782608695652,6.81818181818182,1.9357104085259467
2019-05-24,136,0.4294660007074781,-4.9792531120332,6.25,1.9092499641582787
2019-05-31,130,0.8687818431698333,-5.70687418936446,7.40740740740741,2.0936514618390714
2019-06-07,121,0.3941260768394362,-3.18181818181818,5.12820512820513,1.392802462162605
2019-06-14,270,0.4907513973774705,-7.62331838565022,8.33333333333333,1.6659790617987822
2019-06-21,132,-0.437322444566454,-5.61797752808989,10.0,2.195253474740517
2019-06-28,132,0.17915536951467592,-7.21649484536083,6.94980694980695,2.1147036675068405
2019-07-05,76,0.29846457286811984,-8.33333333333333,4.76190476190476,2.7183217345649147
2019-07-12,103,0.9051837812149978,-5.41586073500967,7.14285714285714,2.0277696781576817
2019-07-19,162,0.5822240259449861,-4.16666666666667,4.97737556561086,1.7229042332786577
2019-07-26,147,0.5268288933807275,-5.78947368421053,5.10948905109489,1.6717333699850463
2019-08-02,197,0.40139527884605003,-7.21649484536082,5.59006211180124,2.0210559734974383
2019-08-09,98,0.6579914769499685,-3.34728033472803,6.31578947368421,1.8471261598705728
2019-08-16,149,-0.5881102667826857,-5.78817733990148,6.31578947368421,2.6535971964503964
2019-08-23,133,0.2216170953135183,-7.4468085106383,6.89655172413793,2.1400348340014697
2019-08-30,139,0.30759965660777344,-8.44155844155844,6.89655172413793,2.047469399563994
2019-09-06,155,0.6305749137945739,-7.07964601769911,6.31578947368421,1.9781630861178217
2019-09-13,230,-0.008887247687585306,-5.52251486830926,4.76190476190476,1.988456441846353
