week_friday,count,mean,max,min,std
2019-11-08,66,0.05008576764285866,5.720823798627,-5.16129032258065,2.048700467192832
2019-11-15,99,0.3012612561076405,4.79573712255773,-5.16129032258065,1.4893597914870895
2019-11-22,51,-0.4328035857020167,4.07673860911271,-3.47533632286996,1.5778439020484802
2019-11-29,54,-0.22557413788869188,5.4421768707483,-4.16666666666667,1.9257694232556928
2019-12-06,50,0.7444967243031531,3.83091149273448,-2.66666666666667,1.803960997260954
2019-12-13,76,0.14060802350618368,5.80046403712297,-6.74603174603175,1.7842678385280786
2019-12-20,26,0.17365650587447717,3.27868852459016,-4.14507772020725,1.56926669762911
2019-12-27,33,-0.24065665294363955,4.23728813559322,-3.6036036036036,1.9843920556350234
2020-01-03,37,-0.04017124353114341,3.16455696202532,-3.41296928327645,1.7856114677565187
2020-01-10,50,0.8385468048559315,5.86565752128666,-3.50467289719626,1.6814398569264393
2020-01-17,46,-0.08153612622026221,3.41685649202733,-2.44776119402985,1.1692151912198563
2020-01-24,49,0.3373798282644815,4.04624277456647,-3.33988212180747,1.383482886543751
2020-01-31,90,-0.5252273262797728,3.9906103286385,-4.25055928411633,1.6635005037919757
2020-02-07,86,0.30230751268524886,4.36363636363636,-2.38095238095238,1.0635669394022742
2020-02-14,120,-0.4364798542112872,9.64467005076142,-5.71428571428571,1.9789034394432594
2020-02-21,50,-0.5018689702465523,7.97101449275362,-7.5,2.410505474633842
2020-02-28,71,1.008699438845799,4.44444444444444,-3.45454545454546,1.527470083772074
2020-03-06,43,0.47726856308140275,4.79386385426654,-4.28571428571429,1.887651455178594
2020-03-13,71,0.8304622247008135,5.62613430127042,-1.60535117056856,1.6411486540098847
2020-03-20,38,0.08810314411377976,3.55871886120996,-3.6231884057971,1.7155804652881788
2020-03-27,28,0.15561567193115128,4.05244338498212,-6.25,2.0831603616135257
2020-04-03,18,-0.2939476831808181,2.84090909090909,-4.06320541760722,1.5781245532781263
2020-04-10,27,-0.38380434954457254,4.76190476190476,-5.4421768707483,3.1345119679062803
2020-04-17,21,-3.1762999928587314,3.81471389645777,-5.99315068493151,3.0439194324565766
2020-04-24,32,0.43956008779872835,2.31788079470199,-5.62700964630225,1.8275461776087556
2020-05-01,42,0.7003895602542569,6.56565656565656,-3.33951762523191,1.5205113241658283
2020-05-08,13,0.9480291232488651,4.04858299595142,-1.0738255033557,1.529363065810103
2020-05-15,48,-0.3792791725734757,4.74040632054176,-5.37634408602151,1.9079901179420002
2020-05-22,33,-0.3447628367670296,3.20910973084886,-2.92207792207792,1.1499949453242435
2020-05-29,32,0.6057529763344959,7.54385964912281,-2.04081632653061,2.1388366092494633
2020-06-05,47,0.5413054172895023,3.26086956521739,-2.73972602739726,1.1512053326067702
2020-06-12,50,0.47699009364456607,4.37158469945355,-2.14007782101167,1.5782532422367364
2020-06-19,35,0.9891500051332004,6.95876288659794,-1.98019801980198,1.9613377754848729
2020-06-26,35,0.6939602394566207,5.15021459227468,-7.08215297450425,1.9010336523988398
2020-07-03,24,0.15893186824451383,2.95566502463054,-2.60223048327138,1.4801392638836033
2020-07-10,34,0.7275851571291339,2.99334811529933,-3.42465753424657,1.6126556941771737
2020-07-17,22,0.8809777661360936,5.10204081632653,-2.40963855421687,1.8043147414495009
2020-07-24,64,0.20479855714819784,3.00395256916996,-3.09278350515464,0.8733161651354854
2020-07-31,47,0.40761840502890717,3.01624129930394,-1.12704918032787,1.1325873521585845
2020-08-07,50,0.6602996359403775,3.39805825242718,-4.22960725075529,1.5460385838581454
2020-08-14,60,0.6150940303365011,2.71041369472183,-1.52091254752852,0.7368589142038453
2020-08-21,23,0.533798570074531,3.43347639484979,-5.26315789473684,1.6908808660131391
2020-08-28,46,0.32859949818095374,3.96825396825397,-2.07972270363951,1.328285394240201
2020-09-04,71,0.7957039463262143,7.84982935153584,-3.7037037037037,2.1343545618608704
2020-09-11,37,1.0193572274185039,6.66666666666667,-1.57728706624606,1.8438152761643152
2020-09-18,71,0.5668025402075427,5.98591549295775,-4.52380952380952,1.864700602635869
2020-09-25,90,0.9891395763383589,7.58620689655172,-2.99649346509404,1.995242681604016
2020-10-02,74,0.49948576835921116,3.50877192982456,-2.19298245614035,1.5561165883539803
2020-10-09,51,0.3774156715782809,2.75229357798165,-3.4965034965035,1.2224423388781094
2020-10-16,37,0.5957245072379078,6.60225442834139,-5.42635658914729,2.3060940473489775
2020-10-23,18,0.1002953205485615,2.85714285714286,-2.60416666666667,1.7103172200029395
2020-10-30,19,1.0545397791050841,5.08474576271187,-1.53508771929825,1.6014383062025164
2020-11-06,24,0.8910959833755033,2.88713910761155,-1.11111111111111,0.9681817707811429
2020-11-13,13,1.4776508679914566,4.20560747663551,-1.36239782016349,1.6616182707127336
2020-11-20,44,1.376883392742492,4.7244094488189,-2.67857142857143,2.0755231811784056
2020-11-27,27,0.9262759311953432,3.18791946308725,-2.38805970149254,1.1692811524561315
2020-12-04,36,0.9018886184938848,4.68431771894094,-2.38805970149254,1.6758073713660353
2020-12-11,67,0.5822633352794417,6.33693972179289,-2.47386759581882,1.1393419530756128
2020-12-18,31,0.624876729045471,3.98009950248756,-3.01507537688442,1.694803195492666
2020-12-25,30,0.669087555481004,4.33070866141732,-3.47490347490347,1.6132529408025869
2021-01-01,13,0.40111011851442085,1.9538188277087,-4.34782608695652,1.83498325134399
2021-01-08,54,1.4921163207396912,5.15097690941385,-4.08163265306122,2.0834798471485216
2021-01-15,100,0.8933441361997579,3.40136054421769,-2.98342541436464,1.3393418978449816
2021-01-22,163,1.1713608571444998,6.06060606060606,-2.98342541436464,1.3941750039647187
2021-01-29,93,1.0234630170063241,5.09868421052632,-0.41958041958042,0.9858954548846826
2021-02-05,76,0.616814156541681,4.04040404040404,-3.84615384615385,1.389028051078198
2021-02-12,110,1.0831521441055458,5.45454545454545,-2.67857142857143,1.475723665706804
2021-02-19,86,0.8197894916854436,5.62913907284768,-3.56164383561644,1.8227779917196438
2021-02-26,92,0.7980445187805145,4.16666666666667,-3.39805825242718,1.4642000215769198
2021-03-05,106,0.07068506388056726,5.72916666666667,-5.78512396694215,2.2196228347193676
2021-03-12,58,0.41366264662295804,7.01754385964912,-4.32276657060519,2.1886701021290267
2021-03-19,86,1.0862329668796453,3.80952380952381,-3.91489361702128,1.4306907326104987
2021-03-26,92,0.5454281893095367,4.16666666666667,-3.30935251798561,1.3747959799614233
2021-04-02,90,0.9633727553333622,5.24590163934426,-2.57387988560534,1.3951303447446728
2021-04-09,88,0.4273820014605064,4.27350427350427,-3.84615384615385,1.4731131634194674
2021-04-16,69,0.7888517336773541,3.98970398970399,-5.68181818181818,1.4073985633269113
2021-04-23,71,0.709752994503509,5.17687661777394,-4.42260442260442,1.6959223037673907
2021-04-30,82,0.96771275769083,6.70103092783505,-3.14218381775334,1.4507855245142698
2021-05-07,78,0.4254914645493697,3.90455531453362,-2.85714285714286,1.7466179965384032
2021-05-14,78,0.9435258360355028,11.3924050632911,-6.04026845637584,2.0725299101086505
2021-05-21,66,1.373462814172934,6.31424375917768,-3.88127853881279,1.9742149934973732
2021-05-28,71,0.8513003654943834,6.92124105011933,-2.87081339712919,1.8198350766182634
2021-06-04,112,0.9301818274391884,5.16431924882629,-4.54545454545454,1.5970153610010607
2021-06-11,164,0.7846855144158535,4.83870967741935,-4.42477876106195,1.3767123035960227
2021-06-18,110,0.9188724179192264,5.68181818181818,-3.18690783807063,1.3129176471619928
2021-06-25,78,0.9836265166112639,6.19469026548673,-4.08163265306122,1.8697518352097109
2021-07-02,142,0.7957779167265596,5.55555555555556,-3.24254215304799,1.7850121594207002
2021-07-09,143,0.9791665767777225,5.07246376811594,-4.30622009569378,1.4366189466720434
2021-07-16,103,0.5595839100181832,5.10948905109489,-3.48837209302326,1.346056120354386
2021-07-23,176,-0.03529509778497852,6.06060606060606,-4.40528634361233,2.018749489263915
2021-07-30,170,-1.8327604493092906,7.93650793650794,-6.01851851851852,2.5926658447079856
2021-08-06,94,0.4981550124291489,6.25,-5.0,2.214589784085536
2021-08-13,87,0.17780907968867213,2.94906166219839,-4.8780487804878,1.538142746092685
2021-08-20,97,0.3402237571278601,5.71428571428571,-4.11392405063291,2.0107942121487774
2021-08-27,77,-0.45335012454137497,5.45454545454546,-4.84261501210654,2.2783408809987873
2021-09-03,93,0.27734627479753515,4.37017994858612,-4.65425531914894,2.2333427222168614
2021-09-10,94,0.5390610905484803,4.0,-4.65425531914894,1.7236535325126947
2021-09-17,132,-0.4701860197892507,5.55555555555556,-8.0,2.8635378055661556
2021-09-24,172,0.5103697744750441,5.38057742782152,-4.14507772020725,1.5199406188469937
2021-10-01,153,0.5681395541242147,4.04040404040404,-6.74157303370786,1.7423096342807662
2021-10-08,114,0.6720167953063451,4.44444444444444,-3.52941176470588,1.9554164946870423
2021-10-15,212,0.9091671107304675,4.98640072529465,-6.03248259860789,1.4378258362380054
2021-10-22,132,1.3842800766523449,6.0,-2.61904761904762,1.5171715944658313
2021-10-29,123,1.057867571695461,5.68181818181818,-3.2520325203252,1.861641483614348
2021-11-05,78,1.1442843709981407,5.11627906976744,-4.20168067226891,1.6665484695003911
2021-11-12,118,0.5102094866322548,4.61538461538462,-1.93548387096774,1.321627421955795
2021-11-19,159,0.8815885108457978,3.40909090909091,-2.72222222222222,1.1735388627941818
2021-11-26,106,0.6241359665606631,4.66531440162272,-4.07608695652174,1.9267210386248326
2021-12-03,174,0.7049988635896272,5.67901234567901,-6.54205607476636,1.8261650611052673
2021-12-10,220,-0.09136604037822278,4.72972972972973,-11.2107623318386,3.0512582679482585
2021-12-17,246,-0.4587733105352427,4.54545454545454,-6.74157303370786,2.431062763076616
2021-12-24,173,0.472652323565322,4.83870967741935,-5.83657587548638,1.8358779204903566
2021-12-31,73,0.738857248221037,4.21872464708746,-2.43055555555556,1.508697503781607
2022-01-07,176,-0.25077343853999345,5.74712643678161,-9.02777777777778,2.772986513372049
2022-01-14,236,0.4114801570216506,5.78947368421053,-5.625,2.2949065600927594
2022-01-21,313,-1.2360504294182582,6.19266055045872,-10.7142857142857,3.174820326851163
2022-01-28,146,0.42381754623133533,5.79710144927536,-6.62251655629139,2.087031458778092
2022-02-04,208,0.2969244349687521,10.8108108108108,-4.70588235294118,1.7016062060679242
2022-02-11,239,0.17709856112590483,10.0,-12.5,1.9669104528559676
2022-02-18,149,0.7877042933291315,4.08163265306122,-4.08684546615581,1.5599144326483547
2022-02-25,117,0.5356590461941327,4.62519936204147,-6.86274509803922,1.7591924904416787
2022-03-04,164,0.8418086335315892,5.56900726392252,-3.43434343434344,1.850576217308095
2022-03-11,114,1.033028324939195,3.74331550802139,-2.5,1.4702822361996521
2022-03-18,156,0.756168536461969,3.71517027863777,-5.88235294117647,1.4233765271533416
2022-03-25,174,0.7151985291872356,4.98177399756987,-2.82131661442006,1.3037175363757234
2022-04-01,198,0.7805490508979209,3.46320346320346,-3.71747211895911,1.5243840669240571
2022-04-08,193,0.78031151681295,4.51127819548872,-4.8314606741573,1.4787689241603241
2022-04-15,187,0.679397247881771,4.27631578947368,-4.28571428571429,1.3436441125494
2022-04-22,203,0.2228692190707022,8.0,-5.12820512820513,1.5336161131921833
2022-04-29,200,0.5963584473085479,3.52422907488987,-7.54716981132075,1.7139295231221827
2022-05-06,331,0.5871331928271492,5.22648083623693,-3.82165605095541,1.572747520535868
2022-05-13,117,0.9517756970868106,4.16666666666667,-3.09278350515464,1.6360431511273312
2022-05-20,159,0.6330275152192799,8.43672456575682,-3.61794500723589,1.8846246164141998
2022-05-27,176,0.7733155947927653,5.95238095238095,-4.64135021097046,1.6891935027246634
2022-06-03,176,0.4605971616294411,5.46075085324232,-4.91803278688525,1.826818349400262
2022-06-10,211,0.5931162445750354,5.48340548340548,-4.25531914893617,1.2378043017592066
2022-06-17,132,0.43084422733115096,4.0,-3.6427732079906,1.5307935784003657
2022-06-24,232,0.5634162001429822,5.19480519480519,-4.05405405405405,1.4757896099442027
2022-07-01,203,0.5572232909276597,5.55555555555556,-5.13833992094862,1.9068474920991323
2022-07-08,118,0.1411276228937772,3.96039603960396,-3.73931623931624,1.7059634403788888
2022-07-15,221,0.97239515201371,4.06852248394004,-4.98084291187739,1.367604975753745
2022-07-22,170,0.41611492388729326,5.51948051948052,-4.12979351032448,1.4244081750099968
2022-07-29,150,0.5160366131915956,4.64716006884682,-6.64335664335664,1.3825697826315555
2022-08-05,115,0.544193868055606,5.05415162454874,-4.85436893203883,1.536370173781742
2022-08-12,142,0.927793089387205,5.17241379310345,-3.38164251207729,1.1952665884191327
2022-08-19,106,0.2955251010741272,4.08653846153846,-7.01754385964912,1.7908497200643922
2022-08-26,120,0.8013580464465996,5.76131687242798,-9.75609756097561,2.0143296913741784
2022-09-02,112,0.6852495221881216,4.30925221799747,-5.78703703703704,1.3760966228457052
2022-09-09,159,0.6747670305659981,4.47761194029851,-4.6875,1.3726674232356224
2022-09-16,175,0.12517625962914458,6.2111801242236,-3.43891402714932,1.8979526891411396
2022-09-23,214,0.8672316639248591,5.20833333333333,-6.03829160530191,1.6534569528443859
2022-09-30,177,1.0682171734661041,6.45161290322581,-3.55769230769231,1.6964976103547285
2022-10-07,246,0.6681696140259221,5.75539568345324,-2.85714285714286,1.3750297402582434
2022-10-14,149,0.7792908017198693,5.26315789473684,-6.68604651162791,1.5772145582261117
2022-10-21,233,0.6910340365612547,7.19424460431655,-4.34782608695652,1.4370422876329279
2022-10-28,291,0.15654468316145745,6.60377358490566,-8.92857142857143,1.760618415276447
2022-11-04,299,0.5815756484221704,5.92592592592593,-5.43478260869565,1.557629090344535
2022-11-11,210,0.37822911125860115,8.57142857142857,-2.82485875706215,1.34471689313701
2022-11-18,152,0.549528646267543,6.94915254237288,-4.55764075067024,1.6091102801800294
2022-11-25,138,0.7494608219801159,7.79220779220779,-4.34782608695652,1.4785150931514128
2022-12-02,241,0.5525521056273504,6.52173913043478,-4.06698564593301,1.4511988401320326
2022-12-09,247,0.46487674535804563,5.10204081632653,-3.50282485875706,1.3028451247878616
2022-12-16,194,0.4767269215060309,5.91715976331361,-4.66200466200466,1.853781640576514
2022-12-23,193,0.6994770345570258,4.67289719626168,-5.17241379310345,1.6008359968503916
2022-12-30,99,0.03387372822561042,4.48717948717949,-3.77804014167651,1.4914199448314842
2023-01-06,211,0.0008297070051889319,6.34441087613293,-6.12244897959184,1.6311768455575624
2023-01-13,299,0.6792068635586318,4.73263675476337,-4.34782608695652,1.379307150239537
2023-01-20,283,0.6111969951847687,5.0,-5.72916666666667,1.6071224680003735
2023-01-27,255,0.4972565508459704,5.0314465408805,-7.95454545454545,1.5885020961017606
2023-02-03,316,0.7540870141902027,7.96460176991151,-4.29447852760736,1.3919905124496836
2023-02-10,398,0.22063580191763524,7.28155339805825,-4.8064085447263,1.595885803119115
2023-02-17,397,0.5596658360183593,8.08080808080808,-4.76190476190476,1.4347101739376658
2023-02-24,222,0.3383176946693747,9.09090909090909,-4.98614958448753,1.851850429396231
2023-03-03,271,0.2906356193105005,7.52688172043011,-5.65217391304348,1.7538896455200355
2023-03-10,225,0.4397349830778351,6.54205607476635,-5.31400966183575,1.901010115244946
2023-03-17,177,0.2602941564890254,7.84313725490196,-4.76190476190476,1.7641786167600773
2023-03-24,196,0.3329671703238873,4.35729847494553,-5.88235294117647,1.6924480210429236
2023-03-31,350,0.728301322341925,7.12589073634204,-4.44444444444444,1.4708061075443337
2023-04-07,274,0.7175861803383972,4.739336492891,-3.43716433941998,1.6997494510390516
2023-04-14,311,0.6186465007916441,6.73076923076923,-3.60531309297913,1.372702082070489
2023-04-21,394,0.3767541907752835,8.0,-4.0983606557377,1.5557775475716746
2023-04-28,492,-0.03391771694648855,6.14035087719298,-6.80851063829787,1.8191151686327842
2023-05-05,353,0.5764701990338735,17.2413793103448,-6.06060606060606,1.7044832225065554
2023-05-12,456,0.6475361153532149,8.27067669172932,-7.09382151029748,1.659612826219831
2023-05-19,345,0.6993880256683863,4.80769230769231,-6.44257703081233,1.4971479057672494
2023-05-26,328,0.8820412173652463,9.61538461538462,-7.14285714285714,1.7161810968647773
2023-06-02,332,0.9500046606410346,6.75182481751825,-3.58056265984655,1.6915010915833124
2023-06-09,329,0.713629097981097,7.53676470588235,-4.69135802469136,2.137122086610206
2023-06-16,345,0.3115092012153499,6.49350649350649,-7.2463768115942,1.921608238002429
2023-06-23,468,0.1555493923042446,5.85774058577406,-7.26392251815981,1.9567000271257502
2023-06-30,384,0.6206804920856933,10.0371747211896,-9.70873786407767,2.214383306258434
2023-07-07,222,0.4596862843763886,5.43735224586288,-7.31182795698925,2.0179656830022448
2023-07-14,345,0.3732206575575402,6.74157303370786,-7.31182795698925,1.931796090666951
2023-07-21,319,-0.13666615403395846,4.69483568075117,-7.29613733905579,2.065868425156517
2023-07-28,282,-0.1961111579516066,8.0188679245283,-7.31182795698925,2.3140634527848665
2023-08-04,241,0.4419145175420403,11.7647058823529,-6.53153153153153,1.8473243992839137
2023-08-11,337,0.7666147283660796,5.06329113924051,-6.52173913043478,1.565446827171491
2023-08-18,292,1.099964342840054,4.78036175710594,-2.42363877822045,1.3211388855581985
2023-08-25,256,0.4159902923415086,4.03726708074534,-6.25,1.6342996564170345
2023-09-01,297,0.514229893944693,7.80487804878049,-8.19672131147541,1.8964205929275826
2023-09-08,307,0.5390651967955992,6.08365019011407,-5.0,1.5469997176370562
2023-09-15,355,0.6824018004236911,4.1025641025641,-5.55555555555556,1.4773317332096885
2023-09-22,265,0.5332563836402828,7.40740740740741,-4.4,1.7411379366082274
2023-09-29,405,0.5368942336311829,6.77966101694915,-8.03571428571429,1.8889816734926679
2023-10-06,280,0.3235810106817392,5.2,-5.35714285714286,1.549357404369055
2023-10-13,287,0.8516889184015471,5.9190031152648,-4.30906389301635,1.7595272908138724
2023-10-20,264,0.6373058355886254,5.35433070866142,-3.7712895377129,1.7715441753013605
2023-10-27,288,0.7338126886266946,6.22605363984674,-4.59770114942529,1.4261424293564737
2023-11-03,334,0.9624116666343981,5.95744680851064,-6.62650602409638,2.18709255169655
2023-11-10,304,0.5777800261994759,6.66666666666667,-7.59493670886076,2.0395293332622324
